GIT OBJECT AUDIT — FIXED 82293 MERGE / 8190 RESEARCH CHECKPOINT
Actual read-only mechanical object audit; not a mathematics review.
UTC record: 2026-09-05 08:49:23 UTC (supplemental read followed).
Fixed merge: 82293de4105ccc0139acc288a26278261b3426a2
Fixed research: 8190c0499bd5edc19e97c7a8d2331076a8df5cb0
Repository: /root/autodl-tmp/hilbert-polya-structure
Workspace: /root/autodl-tmp/symbolic_dynamics
Method: git ls-tree -r -z of fixed commits; git cat-file --batch raw blob bytes compared directly with Path.read_bytes workspace bytes. No mirror file-copy comparison.
Initial preflight HEAD/origin/main=82293 and git status empty. Main fixed-object run HEAD/origin/main had advanced to 9a394ee2 through root's separate checkpoint; its start/end status were empty. Later supplemental status has only root-owned symbolic_dynamics/README.md modification, reported by root; no Git writes performed by this audit.
Primary process exit=0; compared_unique_files=842; compared_bytes=39285756
All scope inventories equal; missing=0; extra=0; mismatched_bytes=0; symlinks=0; scoped_research_to_merge_object_deltas=0
Package-local nonself manifests=36; actual rows checked against raw blobs AND workspace=1081; errors=0
These are byte/hash checks, not reruns of verifier assertions, PDF builds, proof reviews or independent scientific certification.

GROUP SUMMARY
group	physical_files	merge_files	research_files	bytes	workspace_path
paper197	82	82	82	5786542	papers/197-ternary-cyclic-sign-difference
paper199	141	141	141	6805232	papers/199-first-one-stirling-splice
paper200	117	117	117	6624922	papers/200-lex-first-alternating-switch
paper202	185	185	185	7147136	papers/202-ternary-ordered-reset
review197a	23	23	23	1287465	docs/papers197_201_sequence/reviews/p197_a
review197b	32	32	32	1728052	docs/papers197_201_sequence/reviews/p197_b
review199a	25	25	25	1115586	docs/papers197_201_sequence/reviews/p199_a
review199b	28	28	28	1476693	docs/papers197_201_sequence/reviews/p199_b
review200a	28	28	28	1751722	docs/papers197_201_sequence/reviews/p200_a
review200b	28	28	28	1767587	docs/papers197_201_sequence/reviews/p200_b
review202a	44	44	44	1487571	docs/papers197_201_sequence/reviews/p202_a
review202b	41	41	41	1671806	docs/papers197_201_sequence/reviews/p202_b
mct_scout	10	10	10	45712	docs/papers197_201_sequence/scouting/monochromatic_triangle_20260905
mct_temporal	11	11	11	28741	docs/papers197_201_sequence/reviews/mct_temporal_pressure_20260905
mct_stage1	13	13	13	63331	docs/papers197_201_sequence/reviews/mct_stage1_20260905
mct_supplement	13	13	13	15897	docs/papers197_201_sequence/reviews/mct_temporal_pin_supplement_20260905
breadth_snapshots	15	15	15	246230	docs/papers197_201_sequence/breadth_snapshots
breadth_index	1	1	1	28690	docs/papers197_201_sequence/STAGE1_BREADTH_INDEX.tsv
breadth_reconciliation	1	1	1	18446	docs/papers197_201_sequence/BREADTH_RECONCILIATION.md
lfctr_correction	1	1	1	2692	docs/papers197_201_sequence/LFCTR_HISTORY_COUNT_CORRECTION.md
mct_adjudication	1	1	1	6723	docs/papers197_201_sequence/MCT_ROOT_ADJUDICATION.md
historical_artifact_snapshot	1	1	1	135092	docs/research_state/ARTIFACT_SNAPSHOT_2026-09-05.json
historical_paper_index	1	1	1	43888	docs/research_state/PAPER_ARTIFACT_INDEX.tsv

PER-FILE EXACT BYTE RESULTS
group	git_blob_oid	git_mode	bytes	git_sha256	workspace_sha256	result	path
paper197	ad8d4e581878ada9fd8790eda94557df13c71e44	100644	8591	f6510184bd04883de3d610478f6f8e9664a092d8facfdd0e0edade616bc0e969	f6510184bd04883de3d610478f6f8e9664a092d8facfdd0e0edade616bc0e969	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/cold_build_2/pass1.stdout
paper197	a8eab3da21b6408512c8ab5fb09d29469eba6895	100644	7522	b25b17962b3a5a8c108bca63259bec0a1047a293c3d6b6fcc35073e8f0956ba5	b25b17962b3a5a8c108bca63259bec0a1047a293c3d6b6fcc35073e8f0956ba5	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/cold_build_2/pass2.stdout
paper197	7ed8db2aed7d3d0dceaa7296128967f6490f29f4	100644	6825	e681bc353e885accfd8c20aa18a8af88a542fa471f47691a2c5b841e24884206	e681bc353e885accfd8c20aa18a8af88a542fa471f47691a2c5b841e24884206	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/cold_build_2/pass3.stdout
paper197	46f35c890e8f74f356217334bbc82d8d1e7b3a23	100644	667	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/cold_build_2/references.bib
paper197	f81a3271b6d8046ffe284f1f0cc9b9701f8baaa1	100644	138	54f097cc7a957a166b91a6ab78663dae64680cc996ecbd8263a982dfab441cde	54f097cc7a957a166b91a6ab78663dae64680cc996ecbd8263a982dfab441cde	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/RENDERER.txt
paper197	bdc2393cea06504158db220f6bb0d76dece4daec	100644	75	bc5db4069dc1e914eb1ce4f68105aabd0ce01b9791f6c46903a8c3804c320fe2	bc5db4069dc1e914eb1ce4f68105aabd0ce01b9791f6c46903a8c3804c320fe2	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/SOURCE_PDF.sha256
paper197	0fe3488175ef923bceda27dea2f36edff2fc036d	100644	458720	6fd2a8d3db926ec061e67db1bd0e9e4ae6d33b286fa774d8ab414738f7c3f599	6fd2a8d3db926ec061e67db1bd0e9e4ae6d33b286fa774d8ab414738f7c3f599	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/page-1.png
paper197	8e824618366753d0825a79585391ebe5d5ecf545	100644	438667	fee0611166de2f820b842c214cd7fac51a931106b0506f175711af8192917f1d	fee0611166de2f820b842c214cd7fac51a931106b0506f175711af8192917f1d	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/page-2.png
paper197	61eaeb740613e84fe11fea9ab32f9ee9b3b9f2e8	100644	398076	6de46d206ebdb81fe1b0a3211d13fb2d9912866a91dfa0bb2111cd25fd9f5f10	6de46d206ebdb81fe1b0a3211d13fb2d9912866a91dfa0bb2111cd25fd9f5f10	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/page-3.png
paper197	1f169fb66d9fb20fa1c9ced3d97ccfcb0db47a35	100644	500465	5327155a53b84eb232b8c17fe54387bcc3c565a2699f8c9a98d775ada0ca9666	5327155a53b84eb232b8c17fe54387bcc3c565a2699f8c9a98d775ada0ca9666	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_final/visual/page-4.png
paper197	768450aeef5bc878941cdd940b035c50451b98fa	100644	665	d7b5c4d3a5dfdcd9200f6c6dc96a57562b885454e16c8925940d33f529629504	d7b5c4d3a5dfdcd9200f6c6dc96a57562b885454e16c8925940d33f529629504	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/README.md
paper197	1e6636fcb75dd6f9a680536d56adb8ae49040a1a	100644	18490	09a03b82f1c5334869e039d3e6514568a9a4939ef4021f8d0d039893d6d5b4de	09a03b82f1c5334869e039d3e6514568a9a4939ef4021f8d0d039893d6d5b4de	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/extracted.txt
paper197	469c3609f0e91962f54248c214f97e4e9d60aaf9	100644	260451	2d3406ad572b6b4d2da3677ab7240215fa7bcf7c1ca5c3b530f177e95e829b9f	2d3406ad572b6b4d2da3677ab7240215fa7bcf7c1ca5c3b530f177e95e829b9f	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/page-1.png
paper197	e7361215cbf21b2f8ac273067eb9753ac200668f	100644	248479	e7753e772ec4843859c9063181fcd90a23c732bf4fa7040f02b237164523b646	e7753e772ec4843859c9063181fcd90a23c732bf4fa7040f02b237164523b646	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/page-2.png
paper197	1866718162f296c64a0887bed2d7b504168d3bef	100644	223304	15bde1f7863868fc4b536234c588dde3d8b39d589fffe184edd05febf4752cfb	15bde1f7863868fc4b536234c588dde3d8b39d589fffe184edd05febf4752cfb	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/page-3.png
paper197	759945106ca9d5aec287b6ecd098a298cbbe6eb7	100644	284540	271f10559fb924448d5290cd1705f4d1dfa026e3591218595d232f56118fd1ca	271f10559fb924448d5290cd1705f4d1dfa026e3591218595d232f56118fd1ca	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/page-4.png
paper197	9016ac519045d1273806b08c669d5c2c6d3fa656	100644	22555	e9db52c6966c4bf8c8e83f64cc0248c42bf43b16aacad2b1b39ece7e86dca4ce	e9db52c6966c4bf8c8e83f64cc0248c42bf43b16aacad2b1b39ece7e86dca4ce	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/page-5.png
paper197	b9a0a47e4e174d682883b3954e65202ecd1f6cf3	100644	283075	764a03f4490c5dfdf6d735c62335c0a16c1c59cdbe324f6226a9737f67335ac5	764a03f4490c5dfdf6d735c62335c0a16c1c59cdbe324f6226a9737f67335ac5	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/qa_round0/raster/revised-4.png
paper197	46f35c890e8f74f356217334bbc82d8d1e7b3a23	100644	667	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	56fff92afda7b377cab2a340e5b41cb245c147e965d6e691102a2e25ae15937b	BYTE_EQUAL	papers/197-ternary-cyclic-sign-difference/references.bib
paper199	df9d1c01a860e59924ba529256d2c6a2519094c5	100644	1696	5568facacf95f9f166676eaa2e75648e90e2fef71743997cc9b707f6c4b1c2c1	5568facacf95f9f166676eaa2e75648e90e2fef71743997cc9b707f6c4b1c2c1	BYTE_EQUAL	papers/199-first-one-stirling-splice/BUILD.md
paper199	b35ce7d9ef16aa4550403773c67de0b12f7bcd40	100644	1594	1d217f508fe401e54423bfb8a9ad1d865c2793814a9d31bf10aa79928b3bcae9	1d217f508fe401e54423bfb8a9ad1d865c2793814a9d31bf10aa79928b3bcae9	BYTE_EQUAL	papers/199-first-one-stirling-splice/CLAIMS_EVIDENCE.md
paper199	fdc22ef643f01d64e3d8f14f7a83b9fad9a54d25	100644	967	97ab897fa9a2f250d2025894dc5ac4a55849f40de82bf8f12a352ff6d4fc3581	97ab897fa9a2f250d2025894dc5ac4a55849f40de82bf8f12a352ff6d4fc3581	BYTE_EQUAL	papers/199-first-one-stirling-splice/CLAIM_INTENT.md
paper199	08732ff163e495bf2dcc66255fbf0305aa6e5953	100644	468	669f1abba09963a7f2092980ae8c33ba5c647bead1a936130aff394bf81b8e84	669f1abba09963a7f2092980ae8c33ba5c647bead1a936130aff394bf81b8e84	BYTE_EQUAL	papers/199-first-one-stirling-splice/FIGURE_PLAN.md
paper199	0e22b59c9eb1aa602b2a5c1ae4fe22810684dbb1	100644	3230	17fc50ef8fbc728fb28bfce75685d956814b0e3804c54507d9485f15edadd9bd	17fc50ef8fbc728fb28bfce75685d956814b0e3804c54507d9485f15edadd9bd	BYTE_EQUAL	papers/199-first-one-stirling-splice/FINAL_QA.md
paper199	884f68db0f93352037ed10bafd4d9c780f6a5fa2	100644	1562	f9fd772cf787f1a7ff4c2a56ccd8da757f48c2ae4888e3e0ea01e360e18e743f	f9fd772cf787f1a7ff4c2a56ccd8da757f48c2ae4888e3e0ea01e360e18e743f	BYTE_EQUAL	papers/199-first-one-stirling-splice/IMPROVEMENT_LOG.md
paper199	1538eaba7f5cbd3c07336ab54272ba53ad79acd2	100644	1633	f8c0046612447cb5d20b67d799d43b45a778742ef30f2aa7f165d07f4965e803	f8c0046612447cb5d20b67d799d43b45a778742ef30f2aa7f165d07f4965e803	BYTE_EQUAL	papers/199-first-one-stirling-splice/NARRATIVE_REPORT.md
paper199	268b7f25d661c173fd9cbd587d7d34a487836225	100644	831	75e758580971e5d022658a640ee11ef67dfbeef5b538b0fd0beeb0b1f45cee6d	75e758580971e5d022658a640ee11ef67dfbeef5b538b0fd0beeb0b1f45cee6d	BYTE_EQUAL	papers/199-first-one-stirling-splice/PAPER_IMPROVEMENT_STATE.md
paper199	1c9481cfe095240b59689015031c00939c6ad644	100644	11225	226ce54db9e07b24b70a5398d33c61eb14b57c8f67d582a54e8cbc0025970ebf	226ce54db9e07b24b70a5398d33c61eb14b57c8f67d582a54e8cbc0025970ebf	BYTE_EQUAL	papers/199-first-one-stirling-splice/PAPER_PLAN.md
paper199	8d0fefb2dd05118a5806085fe58c79c2401a1e01	100644	1623	fe2057f6357c4030d9ab1af18cf4c9aa069613e81260f56b7acd05c4130ac061	fe2057f6357c4030d9ab1af18cf4c9aa069613e81260f56b7acd05c4130ac061	BYTE_EQUAL	papers/199-first-one-stirling-splice/PROOF_PACKAGE.md
paper199	814efb64f7a6d058f6e154d81c930bc7a0d193e4	100644	1276	d87e5da37e67d027141b1bf003608bf392bf69421698231417fd10f6736ec538	d87e5da37e67d027141b1bf003608bf392bf69421698231417fd10f6736ec538	BYTE_EQUAL	papers/199-first-one-stirling-splice/README.md
paper199	1c001bc76df8e001a36d062131294099ca6fe55c	100644	1666	058cdb5df1d51b54332b97200961444b7e1ffef2b2824bcbbd1aac04aa8fcc9c	058cdb5df1d51b54332b97200961444b7e1ffef2b2824bcbbd1aac04aa8fcc9c	BYTE_EQUAL	papers/199-first-one-stirling-splice/ROUND1_RECEIPT.md
paper199	f1527d444687dc097857c2fe15dd0f1001bea29f	100644	1568	95a10c535f044ab03fcaa20cacf4b680fb221e933d658e17e29c8d483d1cc406	95a10c535f044ab03fcaa20cacf4b680fb221e933d658e17e29c8d483d1cc406	BYTE_EQUAL	papers/199-first-one-stirling-splice/ROUND2_RECEIPT.md
paper199	bfc7033ebe7d37aa7af1a301718cf77296bc8346	100644	2173	757c518fed556e9ff0bcf94563a6dbf03ed42a341d07cbb8e61cb5dce329a1bf	757c518fed556e9ff0bcf94563a6dbf03ed42a341d07cbb8e61cb5dce329a1bf	BYTE_EQUAL	papers/199-first-one-stirling-splice/SELF_QA.md
paper199	2a0e2d4706aaacf23779ff8f97842367901834b7	100644	13316	d25d0f789409db5586639f61f8f67636734bd150b6bbe3a40c569ea465403df0	d25d0f789409db5586639f61f8f67636734bd150b6bbe3a40c569ea465403df0	BYTE_EQUAL	papers/199-first-one-stirling-splice/SHA256SUMS
paper199	4157c42164c5a6c18ab3ff791f0bcd3ce20a4beb	100644	8651	09bca49495a4447210457d74d9cdfff988fdfa6d4f32d89e5b091748c1015d38	09bca49495a4447210457d74d9cdfff988fdfa6d4f32d89e5b091748c1015d38	BYTE_EQUAL	papers/199-first-one-stirling-splice/SHA256SUMS_round0_handoff
paper199	0bb825865102730811a3a1a0b60c186203bb679a	100644	2749	db4868603330e4231cf85cd02d768929b3499ed8d5026b2a93049fb3b6484410	db4868603330e4231cf85cd02d768929b3499ed8d5026b2a93049fb3b6484410	BYTE_EQUAL	papers/199-first-one-stirling-splice/SOURCE_VERIFICATION.md
paper199	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	papers/199-first-one-stirling-splice/build_bibtex.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/build_pass1.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/build_pass2.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/build_pass3.stdout
paper199	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	papers/199-first-one-stirling-splice/code/CANONICAL.txt
paper199	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	papers/199-first-one-stirling-splice/code/RUN1.txt
paper199	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	papers/199-first-one-stirling-splice/code/RUN2.txt
paper199	acdcc4385c719701b4826b6cec02af473c40dbf5	100644	7722	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	BYTE_EQUAL	papers/199-first-one-stirling-splice/code/verify.py
paper199	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round1/code/CANONICAL.txt
paper199	acdcc4385c719701b4826b6cec02af473c40dbf5	100644	7722	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round1/code/verify.py
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round1/main.tex
paper199	ded90bac1fa85f5585b7d45bb69361b6fc8e5378	100644	1162	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round1/references.bib
paper199	e2dd78bc60d5dc629cdd68e6bcf18dd9eec7babe	100644	1058	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	0b9a1f131984c427db95d8443470a280129b4863b4f92e817e484f99fc13c0ff	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round2/code/CANONICAL.txt
paper199	acdcc4385c719701b4826b6cec02af473c40dbf5	100644	7722	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	d5eb32ce04fa9aef9acedda5a5f0bef5bcab4d3beb28e74cbb8a90ea265c0bb3	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round2/code/verify.py
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round2/main.tex
paper199	ded90bac1fa85f5585b7d45bb69361b6fc8e5378	100644	1162	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	bea6c3a80631bd0a2450813d8b981214c852e0681cb4a33cdb7d2730a4b2bb28	BYTE_EQUAL	papers/199-first-one-stirling-splice/frozen_round2/references.bib
paper199	8b04ce4dcf2266657ff77d30585b1c5d4d1975c1	100644	2869	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.aux
paper199	316f67d4f711799d7d1f334ae0772bf44f6867cc	100644	1450	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.bbl
paper199	026936cd5ec71cee77fdaea0fc84bce907a05403	100644	894	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.blg
paper199	c77403ec192ee970374f7166e95a1dcd864bce05	100644	26335	1b1d5e16396bd3cd6e0f82e6d752de0bbab6d39ee997ea3d8b67c4a0ba3099a2	1b1d5e16396bd3cd6e0f82e6d752de0bbab6d39ee997ea3d8b67c4a0ba3099a2	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.log
paper199	b239ff14c0bc723ee7ee88b7df16d4b3b8df2e6f	100644	1444	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.out
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.pdf
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/main.tex
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/main_round0_original.pdf
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/main_round1.pdf
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/main_round2.pdf
paper199	34a2fe78b110662d1a3a59c0c4fa498b921b0ce7	100644	2847	3e85055334ccacfb1ca137c3768efad5967cfff2dcbb7dc6f6eae8c58a32c36e	3e85055334ccacfb1ca137c3768efad5967cfff2dcbb7dc6f6eae8c58a32c36e	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/SHA256SUMS
paper199	98b46fb4a7b27ccdabb2de6b0acc86763fe5f2fd	100644	158	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	7b0a0a8d2f1749b44546479273ee9d474d9656cc2a276630ff83cc8a72044dc9	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/bibtex.stdout
paper199	8b04ce4dcf2266657ff77d30585b1c5d4d1975c1	100644	2869	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	194b1a8729e8f32725ed5f6cd2a39163013c3356efaf4886c33894889c60ffe5	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.aux
paper199	316f67d4f711799d7d1f334ae0772bf44f6867cc	100644	1450	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	9dd797461eac696efd65ebbf626b433eb14eea4a37068581eec21f570aae7fb5	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.bbl
paper199	026936cd5ec71cee77fdaea0fc84bce907a05403	100644	894	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	56ee7edf070002e1250ca478efa7a66094e09c3649219612be4984ac27a6f61c	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.blg
paper199	ae8e7bc2bf796e9927c0f256d10177f752d6f423	100644	51604	dae619d2dd5d8ea8a7faa9619c87d0d1768d918c1c9134cd053bd782b870e0ef	dae619d2dd5d8ea8a7faa9619c87d0d1768d918c1c9134cd053bd782b870e0ef	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.fls
paper199	0f9345f0fd59768b82a9ccbfc063baae54a267f9	100644	26335	03050d8a092e40e0d06cca342654e73829a2babc1570f61a2b87e1f78c2716d8	03050d8a092e40e0d06cca342654e73829a2babc1570f61a2b87e1f78c2716d8	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.log
paper199	b239ff14c0bc723ee7ee88b7df16d4b3b8df2e6f	100644	1444	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	647305d4bc9c0574481ee696f71a8ce03ce3af09d663b22021990d94072cbf44	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.out
paper199	75830d2f67348ae60f3268614173277b5b73f358	100644	320789	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	b6ba18a10e83281c1dd491b47cf5d8513ab9914933c659411c8d5c24b72478a0	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.pdf
paper199	dfc68d39e4f368b74db6bcdf53f07ce5dbf56817	100644	13563	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	33e5e27fe6c9cedef8490bc33628ce06dcef0416784ed4e2671c341cdbc80beb	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/main.tex
paper199	84cfb5881a3413f91eee576fa9274f36a22ca411	100644	8040	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	765e7ac5e3f0dedabe04622569e3e1c571a4570d57f185d5261beb3b0f191e13	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/pass1.stdout
paper199	310c404be75f5c31b99896674a820042dc931f4b	100644	7358	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	a2c6e97d23a51b97a15527dfb4a46d2a8de4db6331ecbfda8c965de95f7bae7d	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/pass2.stdout
paper199	c20904282d8610620dc61fc47214f36def714e6f	100644	6630	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	7e4149a7cef91175d806e9c013fff8c034709563fc6d4080df0c1e2c7ad9a7ae	BYTE_EQUAL	papers/199-first-one-stirling-splice/qa_final/cold_build_1/pass3.stdout
